date,beta_const,beta_oil,beta_ofz,fair_expanding,deviation_pct
2024-07-01,3.0014026111329564,0.648010371933825,-0.07400099064064185,2118.3631375141545,50.408111979276285
2024-07-02,2.9968971806949796,0.6483606194280012,-0.07380320747021983,2118.7075881454602,51.851535247303616
2024-07-03,2.992330516041114,0.648714007025581,-0.0736010932861367,2117.4596832333523,51.26946809721191
2024-07-04,2.987856916969641,0.6490578358642304,-0.07340072381595068,2099.108388864793,49.292433712523916
2024-07-05,2.9836427266012087,0.649372102929416,-0.0732024085961621,2091.301180847024,50.58997856657197
2024-07-08,2.9794171881702196,0.6496818038162586,-0.07299815253381944,2083.221258681623,50.37192938317405
2024-07-09,2.9752906150769607,0.6499785235309468,-0.072792950677059,2071.807721268078,47.410880297845196
2024-07-10,2.9714610196898485,0.650246787144286,-0.07259542014909728,2062.5326166489594,44.27650627095363
2024-07-11,2.96792166045523,0.6504889029482438,-0.0724070527879965,2072.160674038739,44.40048194564186
2024-07-12,2.964382312237707,0.6507333576578901,-0.07222094315097673,2056.752744388218,44.55845546394943
2024-07-15,2.9609338483193186,0.6509630014879308,-0.0720311126254125,2016.8741086002908,44.4552234359314
2024-07-16,2.957689467194104,0.6511590936498826,-0.0718327028703905,1977.3201024471173,48.93187988912175
2024-07-17,2.954398362452688,0.6513346340698478,-0.07160821569328168,1985.1997050772204,48.46063055834264
2024-07-18,2.9511535396226733,0.6515090940385163,-0.0713881824985211,2013.1438744712354,48.057972298819315
2024-07-19,2.947853475069295,0.6516994051027996,-0.07117712449181628,2020.4122588556452,48.89238504738913
2024-07-22,2.9445206680335034,0.6518930259102371,-0.07096532691027853,2043.6723675782064,47.99534641573404
2024-07-23,2.9411831812422693,0.6520967639675895,-0.07076293683375,2024.4667186446804,49.57074730411779
2024-07-24,2.9378887034281846,0.6522852845219232,-0.07055061105830414,2044.8710500879854,49.23972833732919
2024-07-25,2.9345663453640327,0.6524840411588799,-0.0703450034338976,2061.865433458109,47.50574652677943
2024-07-26,2.9313133879952855,0.6526850379347091,-0.07014996699650887,1990.9002156797458,50.345556066858556
2024-07-29,2.928277771567135,0.6528317999250133,-0.06992742044300392,1972.1981286387504,47.39644855085798
2024-07-30,2.9255246212562698,0.6529507949653952,-0.06971150991953204,2004.9331332672286,46.87671878618724
2024-07-31,2.922699140305506,0.6530895371047867,-0.06950634092519875,2052.1801507659775,43.39286923234506
2024-08-01,2.919899108864603,0.653249607741665,-0.06932535381576688,2060.605553864993,42.46734385887911
2024-08-02,2.9171503553062723,0.6534089500448035,-0.06914982575944019,2044.3743166755098,41.80377714362273
2024-08-05,2.9145382683223273,0.6535507401774214,-0.06897341863407769,2050.5743112777363,37.947695162405104
2024-08-06,2.9121437055998274,0.6536816887780678,-0.06881260965950371,2044.0340175723254,38.488399687303044
2024-08-07,2.9097768537519766,0.6538063990990972,-0.06864892572154133,2068.998311467169,38.95323084924711
2024-08-08,2.9073214760664716,0.6539458633766924,-0.06848909788499784,2089.042607716446,36.54628151017505
2024-08-09,2.9049569182134847,0.6540871545914074,-0.06834206608962132,2099.1566648905123,35.68734757339138
2024-08-12,2.9026342177945335,0.6542286839647755,-0.06820031061269528,2103.0044036101494,35.27170913748394
2024-08-13,2.900345660682099,0.654368484709916,-0.06806096014647924,2104.6976987392345,37.0553121109956
2024-08-14,2.897973174923785,0.6545130003598238,-0.06791607516047256,2149.031683972395,33.60017078449366
2024-08-15,2.8956636805538913,0.6546695545044477,-0.0677908080038282,2102.6750485613775,34.97615820104003
2024-08-16,2.8934520515886284,0.6548013579066516,-0.0676528305520288,2064.2898024185006,37.005957045687566
2024-08-19,2.8912959131848237,0.6549122011030857,-0.06750074799610987,2058.678743274177,34.826281617186595
2024-08-20,2.8892929908820943,0.6550113097384141,-0.0673556138222296,2057.697174468152,34.53971917493386
2024-08-21,2.887328156347876,0.6551068389476074,-0.06721154116445874,2068.257015625699,33.83926557902037
2024-08-22,2.885378888327326,0.6552051099578563,-0.0670720819544087,2057.596071778286,32.47255072975812
2024-08-23,2.8835527705645005,0.655291566232507,-0.06693584989446179,2054.630385664266,29.58389102861525
2024-08-26,2.881892935550673,0.6553680405758731,-0.0668099288588008,2040.2730262299383,35.459811724655225
2024-08-27,2.880019106262367,0.6554464853200492,-0.06665992944194803,2049.3556901167517,33.23114250823147
2024-08-28,2.8782339039749023,0.6555241535577843,-0.06651993388650002,2038.7003097251593,32.43633638158367
2024-08-29,2.8765420763195304,0.6555916917691224,-0.06638121400883971,2035.0975040868373,33.078144637360765
2024-08-30,2.8748523498136294,0.6556561637608015,-0.06623969031348526,2012.4793641492142,31.694269626483162
2024-09-02,2.873316557752648,0.6557031308334221,-0.06609950344430908,2013.3155363269257,26.411879016401095
2024-09-03,2.8720206889945366,0.6557420190070461,-0.06598047503075827,2008.4524686035859,25.687813849790665
2024-09-04,2.8707833958946636,0.6557762045624551,-0.06586389478683917,2037.935432419593,27.832803657914052
2024-09-05,2.869376867524597,0.6558273283967426,-0.0657435502599838,2059.217640890278,27.31145790236016
2024-09-06,2.867944862554151,0.6558871064604268,-0.06562869281948772,2053.0480158180226,27.77928133135925
2024-09-09,2.8665271243271513,0.6559427715165858,-0.06551145970836321,2045.320560434527,32.163634996448366
2024-09-10,2.8649620790531753,0.655999312377173,-0.06537713418184765,2039.2670293090564,30.997067162171298
2024-09-11,2.8634884516773873,0.6560482912165897,-0.06524638846686644,2058.5798354245508,29.6053693953414
2024-09-12,2.8620287823543094,0.656104247993591,-0.06512425460398934,2018.500269905591,29.551629939703126
2024-09-13,2.860721602957092,0.6561354966449915,-0.06499609742839074,2000.9645870295897,33.884928167416064
2024-09-16,2.859336164061307,0.6561571240400681,-0.06484880517374259,1989.0958657476665,37.96217906111341
2024-09-17,2.8578832580443336,0.6561697778229101,-0.0646843305588256,1981.5353480611604,39.99447462364314
2024-09-18,2.856418745552756,0.6561748913463599,-0.06451093383585196,1963.1271616413917,40.170746641763586
2024-09-19,2.8550581346269226,0.6561629312611355,-0.06433318359234112,1955.769377106395,41.06520085112844
2024-09-20,2.853729340590858,0.6561422911888384,-0.06415066322359095,1954.4280539773658,42.36134168959398
2024-09-23,2.852397599789762,0.6561171227218712,-0.06396325728105566,1958.1617176613229,44.0059814552924
2024-09-24,2.8510310648588915,0.6560912652785169,-0.06377090322222428,1965.8262766174253,46.09429297800154
2024-09-25,2.8495988294279386,0.6560679568604542,-0.06357305711997784,1973.9055151980197,43.37616356049783
2024-09-26,2.848223215884953,0.6560495764679963,-0.06338701096762933,1972.0586182501324,43.48711411584887
2024-09-27,2.8468833522337778,0.6560263274636338,-0.06320044297808317,1957.3174758392124,46.044779923827846
2024-09-30,2.845589199527721,0.6559851602742428,-0.06300155912656479,1946.4865859258193,46.806046374105435
2024-10-01,2.8443716435360886,0.65592963675508,-0.06279766751953096,1946.6149372329733,44.56839645956103
2024-10-02,2.843231751365982,0.6558730838898359,-0.0626022014937582,1935.8485988259667,42.92388370030456
2024-10-03,2.8422090948961998,0.655806012074527,-0.06241054346799019,1917.3753536242223,45.11451786113383
2024-10-04,2.8412665665644297,0.6557166145026282,-0.06220641685902199,1918.641928388059,46.17735380964456
2024-10-07,2.840323361887415,0.6556237462784182,-0.061998750289862334,1896.793945875692,47.292751860306524
2024-10-08,2.8395086541149808,0.655505405506599,-0.061781403301320995,1893.589706947543,47.25312404104891
2024-10-09,2.83873986280186,0.6553809274103061,-0.061563544456903416,1892.768813760693,45.22692787496116
2024-10-10,2.8380291896446725,0.6552571155787285,-0.06135344162919654,1901.5063800351838,45.2290683320717
2024-10-11,2.837293166417522,0.6551386938599941,-0.061145622680363866,1915.9774051548484,43.76578724723432
2024-10-14,2.836516119898987,0.6550343391139346,-0.06094684704380904,1918.7384098838604,44.5408079451471
2024-10-15,2.8357345154656444,0.6549283646883233,-0.06074591062995042,1917.3535650978843,46.33659910590144
2024-10-16,2.834961280876992,0.6548144858507798,-0.0605381122551012,1925.091212183234,44.58847364657053
2024-10-17,2.834192082441897,0.6547086040141643,-0.060338784888189244,1922.2980337190509,43.76178675340088
2024-10-18,2.833471056416542,0.6545993143536285,-0.06014195543302343,1929.8677501006268,42.595263320842115
2024-10-21,2.8327462251751094,0.654496746652686,-0.05995136945354975,1928.0581596452541,43.549092964562576
2024-10-22,2.8320380764027533,0.6543881947406818,-0.05975687135749109,1923.63463161678,43.228342571703074
2024-10-23,2.8313757225029303,0.6542741449502159,-0.05956251576433226,1932.3433231085564,41.534372660046984
2024-10-24,2.8307038809655256,0.6541695625190262,-0.05937647148097807,1915.0839934859862,41.94782104839791
2024-10-25,2.8301361595714116,0.6540467242531629,-0.059184973922820204,1878.4216085739724,41.62741675547728
2024-10-28,2.829786898406113,0.6538899216222744,-0.05898633479758689,1846.766169955329,39.436169120549124
2024-10-29,2.829638131794206,0.6537105548502443,-0.058789699057633885,1853.9776123985112,40.22067918267855
2024-10-30,2.8294675663233853,0.6535324813853268,-0.05859169971621107,1869.8711379540503,39.86953148341872
2024-10-31,2.8292283723673766,0.6533679712452602,-0.05839886440635669,1836.9117299130955,39.37523280561352
2024-11-01,2.829183565285017,0.6531744433297675,-0.05820087330121854,1848.3275824612258,39.29944152927298
2024-11-02,2.8290924754763362,0.6529896293405056,-0.058005942290259856,1853.1860813320366,39.995655381525786
2024-11-05,2.828989263019713,0.6528046131959505,-0.05780936153861413,1864.6340950266851,40.32297312264661
2024-11-06,2.8288381139147654,0.6526268093170107,-0.05761414657392163,1894.5222920644298,40.55627696511897
2024-11-07,2.8285379806213964,0.6524730944444468,-0.057424776850445655,1955.1648236901092,37.61653070874096
2024-11-08,2.827962788125549,0.6523773164975522,-0.05725956813149062,1962.0098758023496,39.37544523733458
2024-11-11,2.827347288041669,0.6522814546537341,-0.05708937801729636,1962.4898484029982,41.92735836399777
2024-11-12,2.826718892096449,0.6521781886086555,-0.05691024580468093,1989.4459520399769,38.56923316631045
2024-11-13,2.8260170182777102,0.6521018934646684,-0.05674898087876877,2000.4978557942757,38.16510685049388
2024-11-14,2.8252846565854215,0.6520331350988309,-0.05659149865799692,2007.7356088359638,34.35384560240615
2024-11-15,2.824596659175994,0.651973981924861,-0.05644898016143713,2011.18206316157,36.19900705031016
2024-11-18,2.823874263883128,0.6519131399064195,-0.056300611665410394,2007.114024464545,35.556324495607214
2024-11-19,2.8231994627641974,0.6518481538561632,-0.05615391240943224,1957.0547425975415,34.41167192434287
2024-11-20,2.822792082614374,0.651745401014378,-0.05600222413491706,1985.4579773342878,30.795515676772567
2024-11-21,2.8223149190720727,0.6516702274524516,-0.055869457416940424,1986.6591395173516,29.292436176244486
2024-11-22,2.8218635879283265,0.6515979375018679,-0.05574271403839395,1999.6299385202276,29.076383098666582
2024-11-25,2.821373295520703,0.6515334496075679,-0.055618993233887075,1987.4404540134028,27.334129427101495
2024-11-26,2.8209648512355456,0.651463848894687,-0.055500162454843786,1992.1392285391926,23.703703270131005
2024-11-27,2.820595832695026,0.6514044304765859,-0.05539626188576925,2002.2593773825406,24.45340639420641
2024-11-28,2.820186289455831,0.6513484537335619,-0.05529087383740379,1995.9736328679792,27.650984864915106
2024-11-29,2.8197565199211345,0.6512816541817079,-0.05517232033083426,1989.487916459002,29.581083588005086
2024-12-02,2.8193296352877573,0.6512059754600694,-0.05504535663356959,2009.7865952239633,28.707197378423288
2024-12-03,2.818833911135715,0.651145002975787,-0.05492468650212442,2017.1215610517,25.904162100962623
2024-12-04,2.8183555178072783,0.651093332414488,-0.05481540621693936,2015.0536843070702,23.352544865560066
2024-12-05,2.8179278464494644,0.6510448502623458,-0.05471548833509925,2020.4389599890521,24.27150979179322
2024-12-06,2.817467213811776,0.6509974391791384,-0.05461268241593031,2046.7522541396786,23.914850704100775
2024-12-09,2.816927016248786,0.6509645262154878,-0.0545146281061733,2029.0819888509002,26.80069184671372
2024-12-10,2.8163993896490056,0.6509168873815938,-0.0544035459990782,2030.5553205884241,24.23941246126431
2024-12-11,2.815918662869088,0.6508733890869431,-0.0543022641739807,2067.857831686724,21.504484568484816
2024-12-12,2.815375692649155,0.6508523199746834,-0.05421567891226907,2037.9657210050912,22.309711802741994
2024-12-13,2.8149124865778075,0.6508149127389975,-0.054122608783410034,2057.1624114082906,20.807184995115847
2024-12-16,2.814421386984463,0.6507887857426069,-0.05403736157687841,2031.6529870232853,19.12959621840482
2024-12-17,2.814040745809456,0.6507528699600255,-0.053955816428920236,2017.6826837125645,17.815849795866345
2024-12-18,2.813724492556194,0.6507130088393002,-0.05387817194208463,2037.3499467625052,18.25901602366493
2024-12-19,2.8133501184718477,0.6506805146774755,-0.05380080510293693,2025.1492365374447,19.32207051227457
2024-12-20,2.8129945584064684,0.6506403712204971,-0.05371816483209437,2187.6479704533244,20.605327531433982
2024-12-23,2.812141063148102,0.6506735282307048,-0.053647844724279664,2319.0644588056084,16.53319896903007
2024-12-24,2.811149262285157,0.6507473536288928,-0.05360103183770229,2299.829128336418,17.00695355339319
2024-12-25,2.8101771685372348,0.6508158707892704,-0.05355137006601889,2301.454533601274,18.743601496385743
2024-12-26,2.809112772425912,0.6508910448153746,-0.05349715848250649,2305.675797108713,19.989549418406625
2024-12-27,2.8079758529439567,0.6509720799807823,-0.053440000996551475,2297.9304862514205,19.99710245796802
2024-12-28,2.8068643695845568,0.6510492407389288,-0.05338209461479253,2277.7856259977984,22.341188222191953
2024-12-30,2.805701091735423,0.6511243860972933,-0.05331595473619998,2316.332271491072,24.465735571871395
2025-01-03,2.804321979103498,0.6512246258403389,-0.0532485607253443,2313.595263940241,22.255609876328776
2025-01-06,2.803070442868325,0.6513145522767471,-0.05318638131405935,2326.393137523759,21.056925184952256
2025-01-08,2.8018510969247648,0.6514049156657902,-0.05312851999291195,2342.40110793152,21.27683812908485
2025-01-09,2.800580281142412,0.6515025619704153,-0.053071652271076505,2301.444022557805,20.494783832194983
2025-01-10,2.7994695841905677,0.6515785958601248,-0.05301276776698779,2302.8824608925197,22.654544813602186
2025-01-13,2.798253646639589,0.6516619049190566,-0.052948388675390035,2312.2898599207947,23.951155505139667
2025-01-14,2.796952049712435,0.6517533610730677,-0.05288173065037669,2310.113833037022,23.782211902549722
2025-01-15,2.795671631525692,0.6518423505060561,-0.0528152054724224,2287.243427762012,24.296345788683183
2025-01-16,2.794444799784348,0.6519207268204802,-0.05274469340854935,2294.1534393234897,26.900404746183604
2025-01-17,2.7930821531308885,0.6520096292086973,-0.05266822219750809,2285.1311672309216,28.899384080841408
2025-01-20,2.791672442066429,0.65209788990595,-0.05258546606925278,2309.099949045031,26.86977890288238
2025-01-21,2.790271951724155,0.6521931198704454,-0.05251071481398533,2298.8374522536637,27.660613721207604
2025-01-22,2.788880061460533,0.6522839076603097,-0.05243263647527542,2302.03349522179,29.13018017201361
2025-01-23,2.7874209911864027,0.6523796103983261,-0.05235131896672813,2296.3622528346323,27.423275504028965
2025-01-24,2.7860699688972326,0.6524657265909007,-0.05227355584052931,2298.228475208056,28.27010159349481
2025-01-27,2.784685285909799,0.6525540505230556,-0.05219391865062317,2323.227074047705,24.455763807986173
2025-01-28,2.7833942942952423,0.6526435547495795,-0.05212672998703229,2323.708850457244,26.176306443170215
2025-01-29,2.7820294139301702,0.6527378776982429,-0.052055398616921066,2312.3929532773404,27.602879770845988
2025-01-30,2.780649748934638,0.6528290678671074,-0.051979203279138825,2303.0537039224196,28.849361825388065
2025-01-31,2.7792625742637176,0.652916902154444,-0.051898792382358255,2296.42379095656,28.377872220701406
2025-02-03,2.7779319950634647,0.6529981582988189,-0.0518187092219415,2269.514517419515,28.933742328606726
2025-02-04,2.7766964445772846,0.65306286137193,-0.05173374341193562,2260.994044567548,29.04545268530594
2025-02-05,2.775501838168483,0.6531211322695778,-0.05164736781624817,2278.602121762333,28.61218604209079
2025-02-06,2.7742660091138647,0.6531880270041535,-0.05156452260481146,2291.489755000066,29.61524237754729
2025-02-07,2.7729525262403194,0.6532636583854037,-0.05148093205999289,2297.633669234093,29.1124011509146
2025-02-10,2.771648768084593,0.6533403586380319,-0.051399545344040065,2294.2227000912194,31.303295006200837
2025-02-11,2.770286563986626,0.6534183401370348,-0.05131237595658312,2282.012315862009,32.252572828905656
2025-02-12,2.7689548412421257,0.6534884762818369,-0.05122113989044449,2293.01665136821,31.949761385057982
2025-02-13,2.767599470825106,0.6535638899368692,-0.05113225530984139,2430.7566104223733,31.93299511145833
2025-02-14,2.7656723751628363,0.6537286038146785,-0.05106257175976818,2355.0016985295165,35.244063814847415
2025-02-17,2.7639365894547643,0.6538522922159881,-0.05097544304551947,2362.9995335025706,40.008914648243234
2025-02-18,2.7619816058345497,0.653994222495373,-0.05087985813502453,2374.991120125158,37.21146038761902
2025-02-19,2.7601030732714045,0.6541345616139131,-0.05079190211391095,2370.7013189816244,37.96086304979826
2025-02-20,2.758231801123733,0.6542718691972885,-0.05070180582797974,2385.1723149615036,38.04537220838664
2025-02-21,2.7563046927119954,0.6544183303129658,-0.05061397934911256,2377.4936033830177,38.09879426502319
2025-02-24,2.7544370230828203,0.6545565117138165,-0.05052508763492975,2371.620875738373,39.29840278419115
2025-02-25,2.752572192982289,0.6546912309084849,-0.05043306701627494,2378.012295761632,39.87059721803084
2025-02-26,2.750673398520218,0.6548302824616437,-0.05034117763339675,2395.260487085293,36.770093176231015
2025-02-27,2.748840980166315,0.6549705157063164,-0.05025840791052243,2390.346188407904,35.237733165048994
2025-02-28,2.7471199824418355,0.655099801128497,-0.050178209493848665,2378.591333355526,34.55358871946361
2025-03-03,2.745505812485237,0.6552161290338363,-0.050098030122228805,2387.1122839381014,31.779724865324766
2025-03-04,2.74398952320093,0.655327832488769,-0.050025042827773855,2408.140876327473,34.61131081930875
2025-03-05,2.74228211528433,0.6554609412791887,-0.04995002250237941,2461.623757206828,32.57996842308617
2025-03-06,2.7404529179055204,0.655620862921707,-0.04988672057396958,2497.1536598556654,28.454249795160933
2025-03-07,2.738711692310122,0.6557819225017782,-0.04983515044547988,2503.112406987057,26.51769018283545
2025-03-10,2.737070489920795,0.6559349632204544,-0.049787703591370365,2538.8507776338133,26.0731835127044
2025-03-11,2.735343077806133,0.6561035275434541,-0.049745147704303654,2501.180690608238,27.97755923909646
2025-03-12,2.733658370118952,0.6562600466061894,-0.049695752730145676,2511.781806647461,26.76140863723053
2025-03-13,2.7320145047381628,0.6564150087892603,-0.049649727630045055,2493.9923867469793,25.163573737752955
2025-03-14,2.7305332056984954,0.6565510083477111,-0.04960457313056685,2521.520849474889,26.71241646347604
2025-03-17,2.728887346672902,0.6567082496651138,-0.04956043542595091,2537.7630185655185,27.876006398515397
2025-03-18,2.727134102227574,0.6568793111555762,-0.04951688639489603,2550.021673303941,27.743620146546675
2025-03-19,2.7253597939081606,0.657055053765784,-0.049475349379380286,2535.0646804737567,27.404638819567005
2025-03-20,2.7236765175124766,0.6572189472066743,-0.04943302379657909,2518.6974073476667,27.968528120817492
2025-03-21,2.722039662412206,0.6573749527915829,-0.04938841882932421,2494.98894293633,27.92080738617715
2025-03-24,2.7205087362097586,0.6575156397271489,-0.049341411574230234,2457.514360925666,29.344513730642106
2025-03-25,2.7190744128643343,0.657638181071883,-0.04928801722395216,2445.8511591340134,29.38726823918738
2025-03-26,2.717701673364447,0.6577521121190968,-0.049233479975545905,2426.640601901212,29.65702451096157
2025-03-27,2.716411840510201,0.6578533968401393,-0.04917638637473654,2409.2230893732326,28.00765581249307
2025-03-28,2.7152679821389105,0.6579378113181826,-0.04912026772181817,2401.2001672994,26.005738347207874
2025-03-31,2.714239794663413,0.6580110356704647,-0.04906709923541241,2378.116262737806,26.712055554881474
2025-04-01,2.7132878096054878,0.6580712546598968,-0.049010199265253955,2396.551883264062,23.6956320746329
2025-04-02,2.7123797537443135,0.6581340830239233,-0.048961291712937,2377.5343084531332,23.08507976500924
2025-04-03,2.7115684137945824,0.6581845641389197,-0.048911844404198525,2332.9990120714515,22.570990609250252
2025-04-04,2.7109361568229535,0.6582099550952746,-0.04885919185167692,2306.9629526512736,20.590146313482194
2025-04-07,2.710450170329273,0.6582196379660721,-0.04880871756975023,2279.307272859104,19.768406502546565
2025-04-08,2.710080674714873,0.6582148714440155,-0.048758002788605245,2294.7050792923874,19.684661213496923
2025-04-09,2.709678375447498,0.6582163434996509,-0.04870942430857988,2243.9465956949284,18.126251537599856
2025-04-10,2.709464973517297,0.658194345585911,-0.04866048661406458,2266.666384716402,21.953544581544506
2025-04-11,2.7091478547478616,0.6581789744568158,-0.048605206543359585,2292.1137005203627,23.463334273406367
2025-04-14,2.708735326569248,0.6581754911525439,-0.048549944758685286,2291.4534941496036,23.05246461248536
2025-04-15,2.708348672718267,0.6581703842370286,-0.048496133802361036,2268.3103310659176,23.684575323590074
2025-04-16,2.708054915438542,0.6581508248154935,-0.04843910155816727,2274.1036687859805,25.844306892472257
2025-04-17,2.707732966193315,0.6581317595487353,-0.048378857905776694,2268.551226021199,26.306162591067906
2025-04-18,2.707446541760968,0.6581075224447213,-0.04831764727107011,2246.818905661542,27.859436858092312
2025-04-21,2.707257265897528,0.6580662659801024,-0.04825110165438264,2248.5784161459496,29.969227624673177
2025-04-22,2.7070666133998933,0.6580219530670266,-0.04818106553974959,2246.4068822598247,31.520697489488757
2025-04-23,2.706897542620508,0.6579724211578604,-0.04810822369720992,2234.7114121126856,31.70514922181762
2025-04-24,2.706804265577855,0.6579123070517067,-0.048033953547566975,2236.1091514595596,31.67648806759289
2025-04-25,2.706723537650037,0.6578516888391517,-0.04796059876774592,2240.359519343289,34.18114253738982
2025-04-28,2.7066341175238664,0.6577887132458263,-0.04788351089488231,2224.434553737739,36.407699426419924
2025-04-29,2.706648035075182,0.6577070280057025,-0.04780008495125372,2194.5736557003347,34.771507546241274
2025-04-30,2.7068428977071792,0.6576022088119737,-0.0477157166478117,2194.7358193103014,32.97591328860403
2025-05-02,2.707048721939711,0.6575005301745656,-0.04763585776943696,2156.302650453107,31.553889218840393
2025-05-05,2.7074601642987006,0.657371538933319,-0.04755389522935127,2142.9047649300587,27.80782631230887
2025-05-06,2.70790851963471,0.657245320947784,-0.047479460195034164,2134.5579613474392,32.1149414101565
2025-05-07,2.708479830575859,0.6570939779568565,-0.04739441503551183,2157.9687893657174,31.285031273910047
2025-05-08,2.7089379103834634,0.6569627386498383,-0.04731555157681664,2164.527112356421,31.711447905881094
2025-05-12,2.7093856165573174,0.6568336472776787,-0.04723740243481794,2158.8896675219944,35.72578738418313
2025-05-13,2.7099336320870147,0.6566840484106681,-0.04715048626879695,2135.924959107864,37.43600810892327
2025-05-14,2.7106627438878172,0.6565056714477723,-0.04705667231210752,2148.2547039016877,36.12026519429994
2025-05-15,2.711317583101128,0.6563419695353705,-0.04696845566530639,2132.848667136174,33.15759546191348
2025-05-16,2.7120257110856456,0.6561758409799069,-0.04688459047661584,2132.6755210741144,33.1820041039095
2025-05-19,2.7127526931764447,0.656008065705121,-0.04680127420768176,2138.5795230758877,34.79180778154818
2025-05-20,2.71349262045049,0.6558370327011358,-0.04671599505393033,2130.9293795181,32.49711732063609
2025-05-21,2.714247200650365,0.6556682676033577,-0.04663496494062422,2130.2102505127073,31.892145356252
2025-05-22,2.715008745148007,0.655500434373548,-0.04655569906115361,2133.6230203352407,30.864729775988643
2025-05-23,2.715745671211194,0.6553388605766324,-0.046479716703228514,2140.3026114831605,29.425623514069834
2025-05-26,2.716432412726133,0.6551878973511638,-0.046408303803860525,2109.5762247412686,27.980206087652746
2025-05-27,2.717246737377764,0.6550204211981989,-0.046336150031779315,2102.2561453582884,30.1815673624098
2025-05-28,2.718167745353966,0.6548346947286677,-0.04625842735136874,2114.223975327401,31.736279244903255
2025-05-29,2.7190788261921393,0.6546493386623835,-0.04617955621744292,2125.373648408531,32.20922363952656
2025-05-30,2.719954346491819,0.6544696814328397,-0.046101876559753,2139.812799370977,32.19988219677759
2025-06-02,2.7207659530774357,0.6543007568914824,-0.04602700189130406,2142.6382829037734,32.064755053528614
2025-06-03,2.721572753388555,0.6541336840803198,-0.045953323460185956,2156.1067696670193,31.443397881343383
2025-06-04,2.722306968241798,0.6539791991206281,-0.04588335428416676,2166.6812715285273,30.92096365418977
2025-06-05,2.722987224593502,0.6538343082004502,-0.045816373761813016,2159.88508993228,32.25749894359262
2025-06-06,2.7237413864081788,0.6536774944686146,-0.045746247503117204,2136.9907184186063,30.377730515450494
2025-06-09,2.724584361875437,0.6535100976244378,-0.04567666332182512,2141.5549492452833,27.83982035879251
2025-06-10,2.7253529453563137,0.6533576125192773,-0.04561321874911163,2158.2221837741217,26.139468886347128
2025-06-11,2.726013371603493,0.6532240985023403,-0.04555571238280247,2165.882981207252,26.193336561356052
2025-06-13,2.726648990534139,0.6530948986910502,-0.04549941421824996,2161.875510466054,27.21916626027603
2025-06-16,2.727330484473185,0.6529579145988362,-0.04544076133123028,2146.6324084286093,27.540699993631534
2025-06-17,2.7280967346477962,0.6528081105923356,-0.045379600232064714,2141.353522995091,30.241922692855304
2025-06-18,2.7289610825889277,0.6526407943077506,-0.045312486242474734,2162.4572313249514,29.104518672465396
2025-06-19,2.729696422642522,0.6524943658694475,-0.045250631313058724,2174.107409036216,28.043811838811862
2025-06-20,2.7303543586573884,0.652360719975789,-0.045192269698768855,2177.715052439632,26.326903830603943
2025-06-23,2.7309631700200234,0.6522364457440915,-0.04513755499181202,2171.2541571104766,27.100274786466837
2025-06-24,2.7316220488226497,0.6521039814734368,-0.045080645167822245,2165.8785256713513,26.73610119243208
2025-06-25,2.73230468537461,0.6519688070360358,-0.04502395957057445,2181.7147282095666,27.916815334068247
2025-06-26,2.7329468934266252,0.6518390961799976,-0.04496752107912504,2182.65814883448,28.158869106173
2025-06-27,2.7335977390303525,0.6517084253357606,-0.04491108557359022,2196.92999148555,27.72869462729335
2025-06-30,2.7341816727197545,0.6515889861804605,-0.04485768730482771,2201.687900409372,29.327140303154266
2025-07-01,2.7347804111452705,0.6514663578929114,-0.04480257335467311,2197.5170884469576,29.62083503127917
2025-07-02,2.7354138010806124,0.6513388339997799,-0.044746703021258966,2202.431187784335,27.825105983546127
2025-07-03,2.735999447138799,0.651220956682139,-0.04469487771648205,2195.338187812579,28.606153515379717
2025-07-04,2.7366418261563297,0.6510943627652201,-0.044641095964699874,2192.4576598703547,27.785820053905553
2025-07-07,2.73728765006888,0.6509684042014589,-0.044588489790873445,2186.6870808743715,26.041811108058788
2025-07-08,2.7379261198987086,0.6508452527964765,-0.04453811656260119,2189.2077262515195,25.871107019992756
2025-07-09,2.738551995809813,0.6507242148022343,-0.0444883496559721,2170.1185516946807,24.253580427405595
2025-07-10,2.7392265267026907,0.6505974786811809,-0.044439153911617096,2180.179012026064,25.33145145089277
2025-07-11,2.739886130312083,0.650472102186973,-0.04438928105428825,2179.145812197818,21.241083786648574
2025-07-14,2.740455212922943,0.6503642926287707,-0.0443466629610217,2183.464816580861,24.3042699561395
2025-07-15,2.741082713999247,0.6502450090767837,-0.04429912905150074,2206.0271688198686,24.97352883803565
2025-07-16,2.7416324746724974,0.6501371233683584,-0.044253308111658646,2218.5840440396305,25.17713752882249
2025-07-17,2.7421352441844467,0.6500363098948361,-0.04420874761566429,2221.646507325259,24.2988023024721
2025-07-18,2.7426120070351834,0.6499402975871091,-0.04416596676568328,2231.517213641141,24.786400166564306
2025-07-21,2.74305823360449,0.6498485791311948,-0.04412363519613035,2230.899018211096,26.486227165168486
2025-07-22,2.7435379871385694,0.6497504969342138,-0.04407871406817501,2227.75315891753,26.83676325131865
2025-07-23,2.7440408235641365,0.6496487576173466,-0.04403289558038466,2230.3677688617677,27.3852698046269
2025-07-24,2.744544193163307,0.6495466338563132,-0.04398664441231475,2234.0973474658394,25.674469968141402
2025-07-25,2.745006357613523,0.6494523310507208,-0.043943480735687726,2240.451353512813,23.74247696354388
